   0,    8,  300, 1000,    8
   0,   12,  364, 1000,    0
   0,   20,  448, 1000,    0
   0,   24,  516,  940,    0
   0,   28,  588,  864,    0
   0,   40,  660,  784,    0
   0,   64,  780,  692,    0
   0,   68,  800,  524,    0
   0,   84,  784,  420,    0
   0,  108,  888,  392,    0
   0,  112, 1000,  356,    0
   4,  156, 1000,  324,    0
   4,  168, 1000,  288,    0
   0,  180, 1000,  280,    0
   0,  188, 1000,  256,    0
   0,  192, 1000,  240,    0
   0,  200, 1000,  232,    0
   0,  208, 1000,  224,    0
   0,  220, 1000,  220,    0
   0,  228, 1000,  216,    0
   0,  236, 1000,  200,    0
   0,  236, 1000,  204,    0
   0,  244, 1000,  212,    0
   0,  256, 1000,  220,    0
   4,  268, 1000,  228,    4
   0,  260, 1000,  224,    0
   0,  252, 1000,  192,    0
   0,  240, 1000,  208,    0
   0,  240, 1000,  204,    0
   0,  240, 1000,  204,    0
   0,  240, 1000,  204,    0
   0,  236, 1000,  204,    0
   4,  236, 1000,  200,    0
   0,  232, 1000,  220,    0
   0,  232, 1000,  200,    0
   4,  228, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  232, 1000,  220,    0
   0,  232, 1000,  220,    0
   0,  228, 1000,  224,    0
   0,  228, 1000,  192,    0
   0,  220, 1000,  188,    0
   0,  244, 1000,  236,    0
   0,  252, 1000,  236,    0
   0,  220, 1000,  208,    0
   0,  224, 1000,  216,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   4,  228, 1000,  220,    0
   4,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  196,    0
   0,  248, 1000,  240,    0
   0,  240, 1000,  236,    0
   0,  260, 1000,  224,    0
   0,  240, 1000,  204,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  216,    0
   0,  224, 1000,  216,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  220,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  220,    0
