   0,    0,   60,  632,  108
  12,   12,   80,  684,   92
   4,    0,   84,  688,   80
   8,    0,   96,  808,   68
   8,    4,  120,  896,   52
   8,    0,  148,  996,   48
   0,    0,  168, 1000,   36
   0,    4,  196, 1000,   36
   0,    4,  252, 1000,   36
   0,    8,  272, 1000,   24
   8,   20,  328, 1000,   24
  20,   36,  380, 1000,   40
   0,   24,  440, 1000,   28
   4,   28,  484, 1000,   32
   0,   48,  560, 1000,   24
   0,   40,  616,  968,    4
   0,   48,  704,  900,   20
   4,   56,  768,  824,    4
  12,   76,  852,  708,   12
   8,   72,  888,  608,   12
   8,  100,  876,  528,   12
  12,  104,  892,  508,   16
  20,  116,  944,  496,   24
   8,  124, 1000,  484,    8
   4,  124, 1000,  468,    8
   4,  148, 1000,  448,    4
   4,  152, 1000,  436,    4
  24,  148, 1000,  420,   24
  20,  172, 1000,  416,   20
   8,  156, 1000,  392,    8
  20,  172, 1000,  412,   20
  16,  188, 1000,  400,   16
   8,  156, 1000,  364,    8
   0,  164, 1000,  356,    0
   0,  172, 1000,  348,    0
   0,  172, 1000,  344,    0
   0,  172, 1000,  340,    0
   0,  180, 1000,  344,    4
   0,  184, 1000,  336,    4
   4,  188, 1000,  344,    8
   0,  192, 1000,  328,    0
   0,  196, 1000,  324,    4
   8,  196, 1000,  320,    8
   4,  200, 1000,  316,    8
   0,  200, 1000,  308,    0
   4,  204, 1000,  304,    4
   8,  212, 1000,  304,    8
   0,  216, 1000,  296,    0
  16,  212, 1000,  296,    0
   0,  208, 1000,  300,    0
  12,  224, 1000,  308,    0
  12,  232, 1000,  308,   12
  12,  224, 1000,  328,   16
  12,  224, 1000,  328,   12
   8,  216, 1000,  316,   12
   4,  204, 1000,  304,    4
   0,  184, 1000,  280,    0
   0,  184, 1000,  280,    0
   0,  180, 1000,  268,    0
   0,  184, 1000,  260,    0
   0,  192, 1000,  268,    0
   0,  196, 1000,  264,    0
   4,  208, 1000,  248,    0
   8,  220, 1000,  268,    0
   8,  228, 1000,  264,    0
  20,  268, 1000,  296,   20
  24,  284, 1000,  296,   24
  12,  268, 1000,  256,   12
  20,  276, 1000,  244,    0
   8,  268, 1000,  236,    8
   8,  272, 1000,  220,    0
   4,  276, 1000,  220,    4
   4,  280, 1000,  236,    4
   4,  284, 1000,  228,    8
   4,  284, 1000,  216,    4
   0,  276, 1000,  212,    4
   0,  276, 1000,  208,    0
   0,  276, 1000,  204,    0
   4,  280, 1000,  204,    4
   0,  280, 1000,  224,    0
   0,  284, 1000,  212,    0
   0,  280, 1000,  216,    0
   4,  268, 1000,  220,    0
   0,  256, 1000,  212,    0
   0,  264, 1000,  212,    0
   0,  240, 1000,  208,    0
   0,  240, 1000,  208,    0
   0,  240, 1000,  204,    0
   0,  228, 1000,  196,    0
   0,  248, 1000,  208,    0
   0,  268, 1000,  236,    0
   0,  252, 1000,  216,    0
   0,  228, 1000,  220,    0
   0,  240, 1000,  204,    0
   0,  228, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  224, 1000,  216,    0
   0,  220, 1000,  208,    0
   0,  236, 1000,  224,    0
   0,  224, 1000,  216,    0
   0,  224, 1000,  216,    0
   0,  224, 1000,  216,    0
   0,  228, 1000,  216,    0
   0,  220, 1000,  236,    0
   4,  252, 1000,  244,    0
   0,  232, 1000,  224,    0
   0,  228, 1000,  220,    0
   4,  268, 1000,  256,    4
   0,  280, 1000,  248,    4
   0,  260, 1000,  224,    0
   0,  276, 1000,  216,    0
   8,  288, 1000,  216,    0
   0,  308, 1000,  220,    0
  16,  336, 1000,  212,    0
  16,  388, 1000,  228,    0
   8,  392, 1000,  240,    0
  24,  504, 1000,  256,    0
  16,  700, 1000,  292,    0
  24,  824, 1000,  376,    0
  48,  956, 1000,  420,    4
  56, 1000, 1000,  532,   12
  80, 1000, 1000,  716,   16
 112, 1000, 1000,  928,   32
 160, 1000, 1000, 1000,   48
 220, 1000, 1000, 1000,   76
 312, 1000, 1000, 1000,  124
 448, 1000, 1000, 1000,  208
 660, 1000, 1000, 1000,  324
 936, 1000, 1000, 1000,  552
1000, 1000, 1000, 1000,  860
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000,  992, 1000, 1000, 1000
1000,  768, 1000,  972, 1000
1000,  580, 1000,  740, 1000
1000,  448, 1000,  568, 1000
 872,  400, 1000,  516, 1000
 584,  356, 1000,  448,  884
 360,  300, 1000,  364,  596
 236,  276, 1000,  324,  408
 152,  272, 1000,  292,  260
 100,  264, 1000,  252,  192
  60,  236,  956,  224,  128
  40,  208,  752,  200,   64
  28,  184,  560,  176,   48
  16,  140,  388,  136,   20
  20,  116,  268,  112,    4
   0,   80,  196,   76,    0
  12,   52,  128,   48,    0
   0,   32,   72,   32,    0
   0,    8,   44,    8,    0
  16,   16,   52,   16,    4
   4,   16,   24,   16,    0
   0,    0,   28,    0,    0
   4,    4,    8,    4,    0
   0,   12,    4,   12,    0
   0,    4,    4,    4,    0
   0,    4,    4,    4,    0
   4,    8,    8,    4,    0
   0,    4,    8,    4,    0
   0,    0,    0,    0,    0
   0,    4,    8,    4,    0
   0,   16,   12,   16,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   0,    4,    4,    0,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   0,    8,    0,    0,    0
   0,    0,    0,    0,    0
   0,    0,    0,    0,    0
   4,    0,    0,    0,    0
  16,    0,    0,    0,    0
  12,    0,    0,    0,    0
  16,    0,    0,    0,    0
  28,    0,    0,    0,    0
  24,    0,    0,    0,    0
  28,    0,    0,    0,    0
  40,    0,    0,    0,    0
  40,    0,    0,    0,    0
  48,    0,    0,    0,    0
  52,    0,    0,    0,    0
  40,    0,    0,    0,    0
  40,    0,    0,    0,    0
  40,    0,    0,    0,    0
  40,    0,    0,    0,    0
  48,    0,    0,    0,    0
  36,    0,    0,    0,    0
  36,    0,    0,    0,    0
  36,    0,    0,    0,    0
  40,    0,    0,    0,    0
  40,    0,    0,    0,    0
  44,    0,    0,    0,    0
  56,    0,    0,    0,    0
  52,    0,    0,    0,    0
  56,    0,    0,    0,    0
  68,    0,    0,    0,    0
  76,    0,    0,    0,    0
  60,    0,    0,    0,    0
  56,    0,    0,    0,    0
  64,    0,    0,    0,    0
  56,    0,    0,    0,    0
  60,    0,    0,    0,    0
  56,    0,    0,    0,    0
  60,    0,    0,    0,    0
  60,    0,    0,    0,    0
  60,    0,    0,    0,    0
  60,    0,    0,    0,    0
  64,    0,    0,    0,    0
  72,    0,    0,    0,    0
  56,    0,    0,    0,    0
  56,    0,    0,    0,    0
  56,    0,    0,    0,    0
  56,    0,    0,    0,    0
  64,    0,    0,    0,    0
  76,    0,    0,    0,    0
  60,    0,    0,    0,    0
  56,    0,    0,    0,    0
  60,    0,    0,    0,    0
  60,    0,    0,    0,    0
  68,    0,    0,    0,    0
  64,    0,    0,    0,    0
  64,    0,    0,    0,    0
  60,    0,    0,    0,    0
  68,    0,    0,    0,    0
  68,    0,    0,    0,    0
  84,    0,    0,    0,    0
  64,    0,    0,    0,    0
  68,    0,    0,    0,    0
  72,    0,    0,    0,    0
  68,    0,    0,    0,    0
  68,    0,    0,    0,    0
  68,    0,    0,    0,    0
  64,    0,    0,    0,    0
  64,    0,    0,    0,    0
  68,    0,    0,    0,    0
  64,    0,    0,    0,    0
  68,    0,    0,    0,    0
  64,    0,    0,    0,    0
  68,    0,    0,    0,    0
  64,    0,    0,    0,    0
  80,    0,   
