   0,    4,   52,  708,   68
   0,    0,   68,  796,   56
   0,    8,   72,  932,   48
   0,    4,   92,  992,   40
  16,    0,  120, 1000,   24
   4,    4,  148, 1000,   32
   4,    8,  172, 1000,   32
   4,    0,  196, 1000,   32
  16,   20,  260, 1000,   48
   8,   32,  260, 1000,   36
   4,   28,  316, 1000,   36
   8,   36,  364, 1000,   20
   8,   28,  416, 1000,   20
   8,   52,  472,  988,   20
  20,   48,  520,  912,   12
  20,   68,  568,  828,   12
   8,   68,  616,  756,   20
   4,   76,  668,  652,   16
  28,  112,  856,  648,   36
   0,   56,  588,  380,    0
   4,  124,  756,  448,   16
  12,  136,  848,  424,   24
  16,  168,  908,  380,   28
  16,  196,  940,  372,   28
  12,  204,  960,  344,   24
  12,  212,  964,  320,   20
   8,  220,  988,  296,   20
   4,  228, 1000,  256,   16
   0,  236, 1000,  256,   12
   0,  236, 1000,  236,    8
   0,  236, 1000,  212,    8
   0,  236, 1000,  212,    4
   0,  236, 1000,  212,    4
   0,  240, 1000,  216,    8
   0,  248, 1000,  224,   12
   4,  252, 1000,  228,   16
   8,  260, 1000,  256,   20
  24,  268, 1000,  268,   16
  16,  268, 1000,  272,   24
  16,  264, 1000,  272,   24
  12,  260, 1000,  268,   24
   4,  252, 1000,  252,   16
   4,  248, 1000,  256,   16
   4,  240, 1000,  240,   12
   0,  236, 1000,  240,   12
   0,  232, 1000,  244,   12
   0,  228, 1000,  248,   12
   0,  228, 1000,  252,   12
   4,  236, 1000,  264,   16
   8,  240, 1000,  260,   16
   8,  244, 1000,  260,   20
   8,  248, 1000,  260,   20
  12,  248, 1000,  264,   20
  12,  248, 1000,  276,   20
  12,  248, 1000,  268,   20
   8,  244, 1000,  264,   20
   8,  244, 1000,  264,   20
   8,  244, 1000,  272,   16
   8,  240, 1000,  272,   20
   8,  240, 1000,  268,   16
  12,  236, 1000,  268,    4
  12,  236, 1000,  268,    4
   4,  240, 1000,  264,   16
  20,  236, 1000,  264,   12
   4,  240, 1000,  264,   16
   4,  244, 1000,  264,   16
   8,  244, 1000,  264,   16
  16,  260, 1000,  288,   24
  32,  260, 1000,  288,   24
  16,  260, 1000,  292,   28
  36,  264, 1000,  296,   28
  16,  260, 1000,  292,   28
   4,  232, 1000,  264,   16
   8,  244, 1000,  268,   20
   8,  240, 1000,  272,   20
   8,  240, 1000,  268,   20
   8,  244, 1000,  268,   20
   8,  244, 1000,  268,   16
   8,  240, 1000,  272,   16
   8,  240, 1000,  264,   16
   4,  244, 1000,  268,   16
   4,  240, 1000,  264,   16
   4,  232, 1000,  264,   16
   4,  244, 1000,  264,   16
   8,  252, 1000,  268,   16
   4,  236, 1000,  264,   16
   4,  240, 1000,  268,   16
   4,  240, 1000,  268,   16
   4,  240, 1000,  268,   16
   8,  244, 1000,  268,   16
   8,  244, 1000,  268,   20
   8,  244, 1000,  268,   16
   8,  240, 1000,  268,   16
   8,  244, 1000,  268,   16
