 772,  876,    0
   0,    0,  204
   0,    0,  228
   0,    0,  264
   0,    0,  320
   0,    0,  380
   0,   12,  428
   0,    4,  472
   0,    8,  524
   0,   32,  568
   0,   60,  608
  16,   44,  688
   0,   60,  684
   0,   44,  712
   0,   44,  744
   0,   36,  768
   0,   72,  776
   0,   76,  816
   0,   96,  852
   0,  100,  908
   0,  112,  960
  12,  136, 1000
  24,  128, 1000
   0,  128, 1000
   0,  128, 1000
   0,  156, 1000
   0,  156, 1000
   0,  152, 1000
   8,  164, 1000
   4,  184, 1000
   0,  188, 1000
   0,  188, 1000
  16,  232, 1000
  24,  228, 1000
  36,  244, 1000
   4,  244, 1000
  12,  260, 1000
  24,  264, 1000
  16,  272, 1000
  24,  284, 1000
  28,  288, 1000
  52,  324, 1000
   4,  324, 1000
  12,  324, 1000
  32,  328, 1000
  16,  344, 1000
  32,  352, 1000
  28,  356, 1000
  28,  372, 1000
  32,  388, 1000
  48,  404, 1000
  52,  428,  996
  52,  460, 1000
  40,  452,  984
  64,  468,  984
  48,  492,  964
  52,  496,  980
  52,  496,  968
  48,  512,  972
  52,  524,  940
  52,  540,  932
  56,  548,  972
  48,  580,  964
  56,  600,  964
  36,  580,  924
  48,  608,  880
  48,  612,  860
  52,  628,  868
  56,  636,  832
  60,  664,  812
  36,  668,  824
  76,  684,  804
  80,  680,  780
  76,  696,  772
  84,  736,  808
  84,  724,  748
  76,  716,  740
  80,  728,  744
  80,  736,  728
  80,  740,  720
  96,  760,  700
  84,  760,  700
 100,  772,  684
  88,  764,  676
  88,  780,  648
 104,  840,  692
  88,  792,  644
  88,  804,  624
  88,  816,  620
  84,  812,  604
 104,  832,  584
  96,  856,  588
  92,  856,  584
 112,  864,  548
 124,  908,  596
 116,  868,  548
 116,  880,  540
 124,  880,  532
 112,  896,  524
 132,  892,  504
 116,  908,  500
 108,  904,  484
 104,  912,  476
 120,  932,  460
 120,  972,  488
 108,  916,  448
 108,  944,  440
 108,  920,  436
 144,  940,  436
 152,  956,  440
 152,  928,  436
 148,  940,  436
 148,  948,  424
 168,  968,  444
 148,  940,  416
 156,  952,  412
 148,  944,  404
 140,  944,  396
 148,  948,  400
 152,  960,  384
 152,  964,  396
 168,  964,  388
 160,  968,  392
 180, 1000,  388
 192,  996,  392
 172,  988,  396
 196, 1000,  384
 192, 1000,  384
 184, 1000,  388
 180, 1000,  376
 176, 1000,  372
 172, 1000,  360
 176, 1000,  364
 172, 1000,  356
 176, 1000,  356
 176, 1000,  352
 176, 1000,  356
 184, 1000,  352
 176, 1000,  348
 180, 1000,  352
 192, 1000,  376
 196, 1000,  384
 168, 1000,  340
 164, 1000,  344
 172, 1000,  324
 168, 1000,  308
 172, 1000,  320
 164, 1000,  312
 164, 1000,  308
 168, 1000,  304
 180, 1000,  328
 160, 1000,  300
 176, 1000,  296
 164, 1000,  288
 164, 1000,  288
 156, 1000,  288
 168, 1000,  276
 164, 1000,  256
 160, 1000,  272
 156, 1000,  248
 156, 1000,  252
 152, 1000,  240
 164, 1000,  264
 144, 1000,  244
 148, 1000,  228
 148, 1000,  244
 160, 1000,  248
 164, 1000,  252
 164, 1000,  256
 180, 1000,  264
 188, 1000,  268
 220, 1000,  288
 196, 1000,  284
 204, 1000,  284
 208, 1000,  292
 208, 1000,  292
 208, 1000,  288
 208, 1000,  288
 212, 1000,  296
 216, 1000,  296
 220, 1000,  296
 228, 1000,  300
 236, 1000,  300
 236, 1000,  300
 240, 1000,  300
 236, 1000,  296
 232, 1000,  272
 228, 1000,  268
 228, 1000,  272
 220, 1000,  256
 228, 1000,  248
 232, 1000,  264
 236, 1000,  252
 248, 1000,  256
 256, 1000,  264
 260, 1000,  272
 272, 1000,  280
 268, 1000,  276
 276, 1000,  292
 276, 1000,  312
 252, 1000,  348
 252, 1000,  408
 264, 1000,  528
 264, 1000,  676
 272, 1000,  904
 292, 1000, 1000
 296, 1000, 1000
 296, 1000, 1000
 300, 1000, 1000
 304, 1000, 1000
 312, 1000, 1000
 332, 1000, 1000
 344, 1000, 1000
 368, 1000, 1000
 408, 1000, 1000
 424, 1000, 1000
 468, 1000, 1000
 484, 1000,  708
 540, 1000,  500
 592, 1000,  352
 644,  964,  248
 732,  876,  196
 768,  792,  124
 840,  708,  120
 868,  632,   92
 940,  568,   72
 956,  520,   60
 956,  488,   48
 992,  468,   44
1000,  456,   40
1000,  452,   36
1000,  456,   32
 996,  468,   16
 992,  484,   40
 952,  504,   32
 928,  540,   36
 896,  576,   36
 852,  612,   40
 796,  664,   44
 728,  720,   48
 700,  768,   60
 600,  772,   72
 544,  848,   84
 472,  936,   88
 432,  992,  120
