Sensor0, Sensor1, Sensor2, Sensor3, Sensor4
  12,  236, 1000,  252,   24
  24,  272, 1000,  268,   32
   4,  224, 1000,  232,   16
   0,  244, 1000,  216,    8
   0,  260, 1000,  212,    8
   0,  268, 1000,  196,    4
  12,  280, 1000,  188,   16
   8,  296, 1000,  164,    0
   4,  320, 1000,  176,   16
  12,  320, 1000,  188,   20
   8,  308, 1000,  188,   20
  16,  316, 1000,  212,   28
   8,  272, 1000,  192,   16
   0,  268, 1000,  200,    4
   0,  248, 1000,  216,   12
   0,  236, 1000,  228,    0
   8,  228, 1000,  236,   16
   0,  232, 1000,  248,    4
  12,  236, 1000,  252,   20
  12,  252, 1000,  244,   20
   8,  260, 1000,  216,   20
  16,  280, 1000,  212,   24
  16,  284, 1000,  208,   24
  12,  308, 1000,  204,   24
   0,  316, 1000,  192,   12
  12,  296, 1000,  192,   16
  16,  296, 1000,  180,   20
   8,  268, 1000,  200,   20
   0,  268, 1000,  204,    8
   8,  252, 1000,  216,   20
  16,  256, 1000,  252,   28
  16,  228, 1000,  244,   28
   0,  216, 1000,  256,   12
   0,  208, 1000,  244,    4
   8,  212, 1000,  248,   16
   0,  204, 1000,  244,    8
   0,  224, 1000,  208,   16
   0,  232, 1000,  208,   16
   0,  264, 1000,  216,   28
   0,  252, 1000,  172,   16
   0,  268, 1000,  184,   24
   0,  280, 1000,  188,   24
   0,  284, 1000,  196,   28
   4,  268, 1000,  204,   32
   0,  260, 1000,  204,   28
   0,  240, 1000,  228,   24
   0,  228, 1000,  240,   28
   0,  220, 1000,  236,   20
   0,  200, 1000,  260,   24
   0,  212, 1000,  252,   28
  16,  244, 1000,  288,   48
   8,  236, 1000,  248,   20
   0,  244, 1000,  220,   28
   0,  256, 1000,  204,   28
   0,  268, 1000,  204,   28
   8,  292, 1000,  196,   20
   0,  288, 1000,  200,   28
   0,  280, 1000,  208,   28
   8,  288, 1000,  220,   16
  24,  280, 1000,  228,   32
  20,  268, 1000,  244,   28
  16,  252, 1000,  248,   24
  20,  256, 1000,  268,   28
  20,  240, 1000,  280,   28
  16,  240, 1000,  280,   20
  24,  256, 1000,  276,   28
  12,  260, 1000,  260,   20
   4,  268, 1000,  236,   12
  28,  308, 1000,  252,   36
  12,  288, 1000,  216,   20
  16,  316, 1000,  204,   28
  20,  324, 1000,  204,   32
   8,  316, 1000,  228,   20
  24,  316, 1000,  236,   36
  16,  296, 1000,  252,   24
  24,  292, 1000,  256,   32
  20,  264, 1000,  264,   12
  16,  248, 1000,  268,   28
  24,  256, 1000,  276,   32
   8,  244, 1000,  264,   16
  12,  248, 1000,  256,   20
  12,  256, 1000,  240,    4
   0,  268, 1000,  228,    8
  16,  288, 1000,  216,   24
   8,  296, 1000,  204,   20
  12,  308, 1000,  172,   24
  12,  316, 1000,  196,   24
  12,  308, 1000,  200,   20
   8,  292, 1000,  196,   20
  16,  292, 1000,  228,   28
   0,  256, 1000,  216,   12
   4,  240, 1000,  220,   12
   0,  228, 1000,  240,   12
   8,  216, 1000,  256,   16
   4,  220, 1000,  260,   12
   4,  220, 1000,  260,   16
  12,  252, 1000,  272,   20
   0,  244, 1000,  228,    8
   0,  268, 1000,  216,    8
   0,  304, 1000,  244,    8
  12,  372, 1000,  252,    4
  12,  460, 1000,  332,   16
  24,  604, 1000,  448,   28
  44,  804, 1000,  580,   28
  68, 1000, 1000,  860,   44
 100, 1000, 1000, 1000,   88
 140, 1000, 1000, 1000,  124
 204, 1000, 1000, 1000,  192
 260, 1000, 1000, 1000,  280
 396, 1000, 1000, 1000,  468
 592, 1000, 1000, 1000,  676
 924, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000, 1000, 1000, 1000, 1000
1000,  704, 1000, 1000, 1000
1000,  552, 1000,  872, 1000
1000,  420, 1000,  640, 1000
 724,  344, 1000,  536,  716
 480,  272, 1000,  432,  480
 308,  264, 1000,  408,  360
 188,  236, 1000,  324,  212
 112,  224, 1000,  300,  140
  76,  232, 1000,  272,  100
  56,  220, 1000,  260,   64
  24,  212, 1000,  276,   36
  24,  196, 1000,  296,   32
  24,  180, 1000,  316,   16
   8,  164, 1000,  340,   16
   4,  148, 1000,  368,   16
   4,  136, 1000,  392,   16
  16,  140, 1000,  420,   24
   8,  132, 1000,  392,    0
  12,  160, 1000,  372,   16
  12,  160, 1000,  340,   16
   8,  172, 1000,  308,   16
  24,  192, 1000,  292,   12
  28,  212, 1000,  276,    4
  32,  232, 1000,  276,   24
  32,  260, 1000,  308,   44
  28,  236, 1000,  276,   36
  36,  236, 1000,  332,   40
  40,  232, 1000,  352,   48
  40,  208, 1000,  372,   48
  36,  196, 1000,  392,   40
  44,  180, 1000,  400,   48
  44,  180, 1000,  404,   48
  40,  180, 1000,  400,   32
  44,  188, 1000,  384,   36
  52,  228, 1000,  384,   44
  48,  244, 1000,  352,   56
  44,  256, 1000,  300,   52
  32,  256, 1000,  276,   40
  32,  248, 1000,  268,   44
  40,  260, 1000,  260,   48
  32,  264, 1000,  284,   40
  16,  244, 1000,  284,   48
  20,  228, 1000,  304,   28
  36,  208, 1000,  340,   48
  20,  172, 1000,  320,   32
  20,  156, 1000,  336,   32
  12,  160, 1000,  332,   24
  20,  148, 1000,  336,   28
  16,  148, 1000,  320,   24
   4,  160, 1000,  292,   12
  16,  184, 1000,  280,   28
  24,  208, 1000,  284,   36
  12,  192, 1000,  228,   20
  12,  220, 1000,  232,   24
  12,  212, 1000,  224,   24
   0,  208, 1000,  220,    8
   8,  180, 1000,  212,   16
   0,  160, 1000,  220,    0
   0,  152, 1000,  228,    0
   0,  128, 1000,  240,    4
   0,  136, 1000,  264,    4
   0,  136, 1000,  280,    8
   8,  152, 1000,  312,   20
   0,  128, 1000,  280,    0
   4,  148, 1000,  276,    0
   0,  152, 1000,  252,    0
   0,  164, 1000,  240,    4
   8,  168, 1000,  200,    0
   0,  180, 1000,  212,    4
   0,  200, 1000,  204,    0
   0,  196, 1000,  208,    8
   8,  200, 1000,  208,    0
  16,  200, 1000,  236,    8
  16,  192, 1000,  256,   20
  12,  184, 1000,  272,   20
  12,  172, 1000,  292,   20
  12,  164, 1000,  300,   24
  24,  176, 1000,  344,   32
   8,  152, 1000,  320,   16
  12,  160, 1000,  312,   20
  20,  156, 1000,  296,   12
   0,  172, 1000,  264,    8
   4,  184, 1000,  252,   12
   0,  196, 1000,  232,    8
   0,  196, 1000,  208,    8
  24,  228, 1000,  228,   16
  16,  208, 1000,  204,    8
   8,  200, 1000,  212,    4
   0,  208, 1000,  220,    8
   0,  180, 1000,  212,    0
   0,  160, 1000,  240,    4
   4,  140, 1000,  252,    0
   0,  148, 1000,  288,    0
   0,  132, 1000,  264,    4
   4,  128, 1000,  280,    0
   0,  156, 1000,  284,    0
   8,  156, 1000,  276,   16
   8,  172, 1000,  260,    0
  12,  184, 1000,  244,    4
   4,  196, 1000,  232,   12
  12,  220, 1000,  232,   20
   8,  232, 1000,  208,   20
   0,  216, 1000,  208,   12
   4,  212, 1000,  216,    0
   0,  208, 1000,  220,   12
   4,  188, 1000,  224,   12
   0,  180, 1000,  252,    0
   0,  152, 1000,  256,    8
   0,  160, 1000,  272,   12
   4,  148, 1000,  284,   16
  16,  164, 1000,  312,   24
   8,  156, 1000,  276,    4
   8,  180, 1000,  276,   16
   8,  184, 1000,  268,   16
  12,  200, 1000,  260,   20
  16,  212, 1000,  248,   12
  16,  228, 1000,  240,    8
  20,  260, 1000,  260,   32
  12,  248, 1000,  236,   20
  16,  236, 1000,  244,   28
  16,  244, 1000,  236,   28
   8,  216, 1000,  252,   20
  16,  208, 1000,  244,   24
   8,  192, 1000,  268,   20
  12,  184, 1000,  284,   24
  16,  184, 1000,  292,   24
  28,  208, 1000,  328,   40
  20,  184, 1000,  300,   28
  28,  204, 1000,  308,   36
  28,  228, 1000,  296,   36
  16,  244, 1000,  260,   24
  32,  248, 1000,  268,   16
  12,  236, 1000,  248,   24
  16,  244, 1000,  220,   28
  28,  272, 1000,  240,   36
  20,  252, 1000,  240,   32
  12,  240, 1000,  228,   24
   8,  216, 1000,  256,   12
  20,  208, 1000,  244,   24
  16,  192, 1000,  280,    8
  12,  180, 1000,  284,   20
  20,  184, 1000,  300,   28
   8,  168, 1000,  284,   20
  12,  192, 1000,  272,   20
  12,  200, 1000,  268,   20
   8,  212, 1000,  252,   12
  16,  228, 1000,  240,   24
   8,  244, 1000,  228,   20
   8,  256, 1000,  228,   16
  28,  288, 1000,  248,   36
  12,  256, 1000,  220,   20
  12,  256, 1000,  224,   24
  16,  236, 1000,  224,   12
  16,  216, 1000,  228,    8
   8,  200, 1000,  236,   16
   8,  204, 1000,  244,    0
   4,  188, 1000,  260,   16
   4,  184, 1000,  268,   16
   4,  180, 1000,  264,   16
   4,  196, 1000,  264,   12
   8,  204, 1000,  244,   20
  16,  220, 1000,  232,    8
   8,  224, 1000,  236,   16
  16,  240, 1000,  224,   12
  12,  244, 1000,  200,    8
   8,  252, 1000,  208,   16
   8,  256, 1000,  212,   16
  12,  244, 1000,  212,    4
  12,  232, 1000,  212,    4
   4,  220, 1000,  220,    8
   4,  212, 1000,  224,    0
   8,  208, 1000,  220,    0
   0,  192, 1000,  224,    4
   0,  184, 1000,  216,    4
   4,  204, 1000,  268,   16
   0,  168, 1000,  228,    0
   0,  184, 1000,  216,    0
   0,  200, 1000,  208,    4
   0,  196, 1000,  204,    0
   4,  208, 1000,  216,    8
   4,  224, 1000,  212,    0
  12,  240, 1000,  208,    4
   8,  248, 1000,  196,   16
   8,  248, 1000,  188,   16
  16,  264, 1000,  220,   24
   0,  228, 1000,  200,    4
   0,  216, 1000,  200,    8
   0,  200, 1000,  212,    0
   0,  184, 1000,  220,    4
   0,  172, 1000,  232,    0
   0,  180, 1000,  240,    0
   0,  180, 1000,  244,   12
   0,  184, 1000,  244,    8
  12,  212, 1000,  248,   20
   0,  212, 1000,  224,   12
   4,  224, 1000,  212,   12
  12,  232, 1000,  204,    4
   0,  248, 1000,  192,    8
  12,  256, 1000,  196,   20
  20,  260, 1000,  184,   12
  12,  260, 1000,  204,   24
  16,  260, 1000,  204,   24
  16,  244, 1000,  204,   24
  20,  244, 1000,  260,   32
  12,  212, 1000,  248,   24
  12,  220, 1000,  232,   24
   4,  204, 1000,  268,   12
  20,  208, 1000,  244,   28
  12,  216, 1000,  256,   20
   0,  220, 1000,  232,   28
  20,  252, 1000,  264,   32
  12,  248, 1000,  236,   24
   4,  260, 1000,  220,   36
   8,  264, 1000,  228,   36
  12,  264, 1000,  220,   40
   8,  272, 1000,  220,   40
  20,  276, 1000,  224,   32
   4,  272, 1000,  200,   32
   0,  252, 1000,  208,   32
   0,  244, 1000,  208,   28
   8,  264, 1000,  236,   36
   4,  224, 1000,  236,   36
   0,  236, 1000,  228,   28
   0,  216, 1000,  256,   28
   0,  212, 1000,  248,   24
   0,  208, 1000,  244,   28
   0,  212, 1000,  224,   20
   0,  212, 1000,  220,   16
   0,  240, 1000,  232,   28
   0,  232, 1000,  212,   20
   0,  244, 1000,  208,   24
   0,  264, 1000,  208,   28
  12,  276, 1000,  204,   20
   4,  276, 1000,  208,   32
   8,  268, 1000,  196,   16
   0,  264, 1000,  208,   24
   0,  256, 1000,  196,   24
   4,  260, 1000,  220,   32
   0,  248, 1000,  236,   28
   0,  216, 1000,  204,   20
   0,  216, 1000,  228,   12
   8,  204, 1000,  244,   20
   0,  212, 1000,  248,   24
   4,  216, 1000,  256,   16
   0,  232, 1000,  244,   28
   4,  236, 1000,  236,   12
  28,  272, 1000,  256,   36
  12,  252, 1000,  216,   24
   8,  260, 1000,  200,   16
   8,  264, 1000,  192,    0
  12,  268, 1000,  192,   16
   8,  276, 1000,  192,   20
   4,  276, 1000,  196,   16
   8,  264, 1000,  192,   20
   8,  244, 1000,  200,   16
  16,  252, 1000,  224,   24
  12,  244, 1000,  224,   24
   0,  212, 1000,  200,    0
   0,  200, 1000,  208,    8
   0,  204, 1000,  216,   12
   0,  208, 1000,  220,   12
   0,  212, 1000,  224,   12
   0,  220, 1000,  200,   12
   4,  228, 1000,  216,   12
  12,  264, 1000,  220,   20
   0,  248, 1000,  196,   12
   0,  240, 1000,  180,    8
   0,  248, 1000,  168,    0
   0,  248, 1000,  164,    4
   0,  240, 1000,  164,    4
   4,  244, 1000,  152,    0
   0,  236, 1000,  184,    4
   0,  236, 1000,  184,    8
   0,  232, 1000,  212,    8
   8,  256, 1000,  244,   20
