   0,   16,  360, 1000,    8
   8,   24,  428,  952,    8
   0,   32,  500,  888,   20
   0,   40,  580,  788,   16
   0,   56,  664,  708,   16
   0,   72,  736,  616,   16
   8,  100,  820,  512,    8
   8,  100,  864,  428,    8
  20,  144,  972,  392,   20
  16,  164,  996,  336,   12
   8,  156,  988,  292,    4
   8,  168,  992,  276,    4
   8,  184,  996,  268,    8
   8,  208, 1000,  256,    8
  12,  204, 1000,  248,    8
  12,  216, 1000,  236,    4
  12,  224, 1000,  224,    4
  12,  228, 1000,  224,    4
  12,  228, 1000,  228,    4
   4,  236, 1000,  212,    0
  16,  236, 1000,  232,    0
   8,  236, 1000,  236,    8
   8,  236, 1000,  236,    4
  20,  240, 1000,  240,   16
  20,  240, 1000,  240,   20
  20,  244, 1000,  240,   20
  20,  244, 1000,  240,   20
  20,  240, 1000,  240,   20
  20,  244, 1000,  240,   20
  24,  248, 1000,  244,   20
  24,  248, 1000,  248,   20
  24,  252, 1000,  252,   24
  24,  256, 1000,  256,   24
  28,  260, 1000,  260,   24
  24,  260, 1000,  260,   20
  20,  256, 1000,  256,   20
  24,  280, 1000,  248,   20
  28,  276, 1000,  244,   24
  16,  272, 1000,  240,   16
  12,  260, 1000,  232,   12
  12,  260, 1000,  228,   12
  12,  272, 1000,  216,   12
  16,  268, 1000,  216,   16
  12,  272, 1000,  216,    8
   4,  264, 1000,  212,    4
  20,  316, 1000,  220,   16
  40,  308, 1000,  244,   36
  12,  300, 1000,  228,   28
  28,  280, 1000,  216,   28
  28,  284, 1000,  220,   24
  28,  292, 1000,  220,   24
   4,  280, 1000,  212,   20
   4,  284, 1000,  212,   20
  24,  280, 1000,  212,   20
  24,  284, 1000,  216,   20
  24,  284, 1000,  220,   20
  12,  280, 1000,  220,   28
  24,  280, 1000,  208,   24
  20,  288, 1000,  212,   16
  24,  284, 1000,  236,   20
  20,  288, 1000,  244,   12
  16,  280, 1000,  236,   12
  16,  276, 1000,  252,   12
  12,  256, 1000,  256,    4
   8,  280, 1000,  256,   28
   8,  256, 1000,  256,   28
  12,  236, 1000,  260,    8
  12,  236, 1000,  236,    8
   8,  244, 1000,  244,    4
   4,  244, 1000,  244,   24
   4,  248, 1000,  248,   20
  20,  248, 1000,  272,   20
  16,  244, 1000,  272,   16
  16,  248, 1000,  272,   12
  16,  248, 1000,  284,   16
  20,  256, 1000,  288,   16
  20,  252, 1000,  284,   16
  20,  252, 1000,  288,   16
  20,  252, 1000,  284,   16
  16,  252, 1000,  288,   16
  16,  260, 1000,  288,   16
  16,  264, 1000,  292,   36
  20,  268, 1000,  292,   36
  20,  268, 1000,  292,   40
  20,  272, 1000,  296,   40
  20,  276, 1000,  276,   40
  36,  276, 1000,  272,   36
  16,  268, 1000,  268,   32
  12,  264, 1000,  260,   28
   8,  256, 1000,  256,   24
   4,  252, 1000,  248,   20
  20,  252, 1000,  252,   16
  16,  248, 1000,  248,   16
  16,  248, 1000,  248,   16
  20,  252, 1000,  252,   16
  20,  256, 1000,  256,   20
  12,  284, 1000,  256,   12
  20,  256, 1000,  256,   20
  20,  284, 1000,  256,   20
  20,  280, 1000,  252,   20
  20,  248, 1000,  248,   16
   8,  272, 1000,  240,    8
  12,  272, 1000,  236,   12
  12,  240, 1000,  236,   12
   4,  268, 1000,  240,    4
