   0,    0,    0
  64,  188, 1000
  64,  212, 1000
  72,  256, 1000
  88,  252, 1000
  76,  280, 1000
  80,  304, 1000
  76,  344, 1000
  92,  360, 1000
  92,  392, 1000
 100,  432, 1000
 112,  476, 1000
 116,  504, 1000
 120,  536,  984
 128,  568,  944
 136,  620,  944
 136,  608,  844
 156,  620,  812
 136,  636,  796
 144,  664,  788
 172,  740,  812
 148,  728,  728
 160,  744,  708
 160,  776,  700
 156,  784,  684
 168,  800,  660
 184,  836,  688
 160,  804,  640
 164,  820,  636
 164,  816,  624
 168,  848,  612
 176,  808,  596
 176,  800,  624
 156,  808,  580
 156,  832,  592
 156,  840,  596
 160,  848,  608
 160,  880,  600
 204,  916,  636
 192,  864,  596
 192,  860,  596
 196,  880,  580
 184,  852,  564
 200,  812,  564
 192,  860,  604
 188,  836,  576
 204,  852,  588
 204,  860,  592
 204,  832,  596
 228,  880,  632
 204,  828,  608
 204,  856,  608
 196,  796,  580
 188,  792,  580
 172,  836,  592
 168,  824,  584
 176,  876,  624
 188,  832,  592
 180,  836,  592
 148,  816,  584
 152,  780,  552
 156,  784,  552
 148,  852,  564
 172,  840,  552
 176,  848,  552
 168,  856,  548
 180,  836,  548
 184,  824,  536
 188,  816,  524
 204,  880,  564
 196,  872,  532
 192,  860,  540
 180,  840,  540
 168,  856,  524
 176,  828,  528
 156,  800,  516
 148,  812,  496
 156,  848,  528
 156,  852,  520
 168,  844,  536
 184,  828,  532
 164,  848,  532
 168,  816,  536
 164,  796,  512
 184,  880,  556
 164,  844,  524
 172,  860,  524
 176,  856,  520
 176,  848,  520
 152,  840,  516
 172,  868,  516
 148,  772,  484
 140,  836,  480
 132,  864,  460
 140,  868,  484
 128,  864,  476
 140,  856,  464
 144,  892,  460
 136,  816,  456
 148,  868,  484
 140,  884,  452
 136,  884,  468
 152,  884,  448
 136,  900,  456
 152,  872,  452
 148,  844,  452
 140,  832,  428
 136,  888,  436
 148,  904,  420
 156,  900,  436
 156,  908,  416
 148,  904,  424
 136,  824,  424
 132,  900,  412
 120,  900,  404
 144,  916,  428
 128,  912,  420
 144,  884,  408
 120,  928,  404
 152,  920,  432
 124,  872,  376
 136,  920,  388
 136,  936,  376
 136,  924,  356
 140,  944,  372
 128,  912,  368
 124,  912,  360
 120,  928,  344
 128,  948,  352
 116,  952,  352
 116,  940,  348
 112,  952,  340
 128,  932,  328
 120,  920,  320
 116,  992,  328
 128,  972,  328
 140,  992,  340
 140,  940,  332
 160,  944,  356
 120,  980,  312
 144,  988,  324
 148,  936,  336
 152, 1000,  336
 152,  932,  340
 160,  984,  328
 164,  900,  344
 168,  984,  344
 192, 1000,  388
 180,  984,  364
 184,  956,  364
 188,  980,  360
 180,  888,  348
 184, 1000,  344
 184,  960,  348
 180, 1000,  348
 180,  996,  340
 188,  972,  328
 192,  964,  356
 176,  988,  324
 184,  972,  316
 196, 1000,  336
 188,  972,  340
 192,  988,  328
 192,  924,  340
 196,  952,  328
 228, 1000,  372
 204,  964,  352
 204, 1000,  356
 200,  968,  356
 188,  960,  352
 188,  916,  340
 192, 1000,  336
 196,  996,  352
 200,  976,  348
 196,  980,  352
 208,  960,  352
 200,  916,  332
 228, 1000,  372
 212, 1000,  348
 216,  992,  352
 212, 1000,  352
 212,  960,  348
 192,  932,  336
 192,  984,  344
 200, 1000,  344
 196,  992,  356
 212, 1000,  384
 208, 1000,  392
 196,  888,  356
 200,  980,  360
 200,  976,  372
 204,  996,  384
 208, 1000,  388
 212,  956,  388
 204,  916,  384
 212,  988,  396
 200, 1000,  388
 192,  984,  388
 196,  984,  364
 192,  980,  388
 192,  920,  388
 184,  920,  380
 188,  976,  384
 192,  956,  404
 168,  960,  404
 200, 1000,  440
 184,  952,  412
 180,  896,  416
 184,  948,  408
 176,  956,  412
 188,  968,  424
 188,  976,  412
 188,  960,  408
 200,  928,  400
 192,  944,  416
 180,  980,  364
 168,  980,  380
 172, 1000,  380
 176,  992,  368
 176,  980,  368
 176,  960,  364
 176,  944,  344
 200, 1000,  380
 204, 1000,  360
 200, 1000,  368
 212,  984,  368
 200, 1000,  364
 192,  928,  364
 188,  960,  344
 188, 1000,  348
 196, 1000,  340
 180, 1000,  352
 192, 1000,  372
 192, 1000,  376
 172, 1000,  352
 172, 1000,  348
 176, 1000,  368
 188, 1000,  392
 192,  972,  396
 188,  940,  428
 200, 1000,  468
 212, 1000,  568
 216, 1000,  652
 216, 1000,  728
 236, 1000,  892
 228, 1000, 1000
 236, 1000, 1000
 228, 1000, 1000
 232, 1000, 1000
 244, 1000, 1000
 260, 1000, 1000
 276, 1000, 1000
 308, 1000, 1000
